Id,Horodateur,Tu es ...,"Ton age ? (Juste le nombre, ex: 19)",Que fais-tu à l'UTC ? ,Ton semestre et ta branche si nécessaire ? (ex: GM04),Est-ce que tu vas au Pic ?,Est-ce que tu bois de l'alcool ?,Tes préférences : [Cidre Loic Raison],Tes préférences : [Chimay Bleue],Tes préférences : [Duvel],Tes préférences : [Grand Cru St Feuillien],Tes préférences : [Pêche Mel Bush],Tes préférences : [Westmalle Triple],Tes préférences : [Barbar Blonde],Tes préférences : [Chouffe],Tes préférences : [Cuvée Des Trolls],Tes préférences : [Delirium Tremens],Tes préférences : [Gauloise Rouge],"Combien bois tu de bières (en moyenne) quand tu viens au Pic ? (Juste le nombre, ex: 3)","Combien de temps te faut-il (en moyenne) pour boire ta bière ? (Juste le nombre de minutes, ex: 20)",A quelle heure arrives-tu en général au Pic ?,Et à quelle heure repars-tu ?,"Quel est ton budget maximum par soir ? (Juste le nombre d'euros, ex: 10)","En général, manges-tu avant d'aller au Pic ?",Quels jours viens-tu au pic ? (En général),Note ta sensibilité à l'alcool :,"Avec combien de potes en moyenne tu passes ta soirée ? (Juste le nombre, ex: 5)",As-tu déjà été permanencier au Pic ?,"Combien de temps te faut-il, en moyenne, pour servir une bière ? (Nombre de secondes, ex: 45)"
198,07/06/2017 19:46:40,Une femme,20,ESCOM,2eme année,Oui,Oui,Bof...,Pas mal,Pas mal,J'adore !,Je déteste !,J'adore !,Pas mal,Pas mal,J'adore !,J'adore !,Je déteste !,3,30,20:30:00,22:00:00,10,"Non, manger c'est tricher","Mardi, Jeudi, Vendredi",2,2,Oui,30 ? 60 ? Avec mousse dans les mauvais jours ...
199,07/06/2017 19:47:15,Un homme,22,Branche,GSM04 PIL,Oui,Oui,Jamais bu,J'adore !,J'adore !,Pas mal,Jamais bu,Pas mal,J'adore !,J'adore !,Pas mal,J'adore !,Pas mal,3,20,20:00:00,21:10:00,6,Oui,Vendredi,3,4,Non,
200,07/06/2017 19:48:55,Une femme,18,Tronc commun,TC02,Oui,Oui,Jamais bu,Bof...,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,J'adore !,J'adore !,Bof...,2,30,20:00:00,22:00:00,8,"Non, manger c'est tricher","Jeudi, Vendredi",3,2,Non,
201,07/06/2017 19:56:25,Un homme,19,Tronc commun,Tc2,Oui,Oui,J'adore !,Pas mal,Jamais bu,Jamais bu,Pas mal,Jamais bu,Pas mal,Jamais bu,Pas mal,Jamais bu,Jamais bu,2,15,19:30:00,21:00:00,5,Oui,"Lundi, Mardi, Jeudi",3,4,Non,
202,07/06/2017 19:57:23,Un homme,22,Branche,GSM04,Oui,Oui,J'adore !,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,Jamais bu,J'adore !,J'adore !,J'adore !,1,15,20:00:00,09:00:00,15,Oui,"Mardi, Vendredi",2,6,Non,
203,07/06/2017 19:58:36,Un homme,21,Branche,GM04,Oui,Oui,J'adore !,Pas mal,Bof...,Je déteste !,Bof...,Pas mal,J'adore !,Jamais bu,Pas mal,J'adore !,Je déteste !,2,20,19:30:00,22:00:00,5,"Non, manger c'est tricher","Jeudi, Vendredi",3,6,Non,
204,07/06/2017 20:01:33,Un homme,20,Branche,,Oui,Non,,,,,,,,,,,,,,20:00:00,22:00:00,,Oui,Vendredi,,5,Oui,20
205,07/06/2017 20:03:27,Un homme,23,Viré,TC06,Oui,Oui,Jamais bu,Pas mal,Pas mal,J'adore !,Je déteste !,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,Bof...,7,12.5,20:15:00,22:00:00,20,"Non, manger c'est tricher","Mercredi, Jeudi, Vendredi",4,5,Oui,50
206,07/06/2017 20:05:48,Une femme,19,Tronc commun,Tc02,Oui,Oui,Pas mal,Pas mal,,Pas mal,,,Jamais bu,Jamais bu,,Pas mal,,2,35,20:00:00,22:00:00,Pas de limite ,"Non, je mange un menu au Pic","Mercredi, Jeudi, Vendredi",2,9,Non,
207,07/06/2017 20:06:28,Une femme,20,Branche,gsm02,Oui,Oui,Bof...,Bof...,Bof...,Pas mal,J'adore !,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,Pas mal,2,20,19:30:00,22:00:00,10,Oui,"Jeudi, Vendredi",2,6,Oui,70
208,07/06/2017 20:06:57,Un homme,22,Branche,Gsm04,Oui,Oui,Jamais bu,Jamais bu,Bof...,Pas mal,Pas mal,Jamais bu,J'adore !,Jamais bu,J'adore !,Pas mal,Pas mal,2,30,20:15:00,22:00:00,6,Oui,"Jeudi, Vendredi",3,4,Non,
209,07/06/2017 20:07:04,Une femme,20,Tronc commun,,Oui,Oui,J'adore !,J'adore !,Je déteste !,Pas mal,J'adore !,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,2,20,20:00:00,21:45:00,10,Oui,Vendredi,3,6,Non,
210,07/06/2017 20:08:23,Une femme,20,Branche,GI02,Non,,,,,,,,,,,,,,,,,,,,,,,
211,07/06/2017 20:10:29,Un homme,20,Branche,GI02,Oui,Oui,Jamais bu,J'adore !,Pas mal,Pas mal,Pas mal,J'adore !,Pas mal,J'adore !,J'adore !,Pas mal,Pas mal,5,35,19:00:00,22:00:00,12,Oui,"Lundi, Mercredi, Jeudi",2,5,Non,
212,07/06/2017 20:12:12,Un homme,20,Branche,GM02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,,Pas mal,J'adore !,J'adore !,Pas mal,Jamais bu,3,15,20:00:00,22:00:00,8,Oui,"Mercredi, Jeudi",4,6,Non,
213,07/06/2017 20:17:59,Une femme,20,Branche,GB02,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Bof...,Pas mal,2,30,19:45:00,22:15:00,8,Oui,"Mercredi, Jeudi",1,7,Oui,35
214,07/06/2017 20:19:47,Un homme,25,Branche,GI04,Oui,Oui,Pas mal,Jamais bu,Bof...,Jamais bu,J'adore !,Bof...,Bof...,Bof...,J'adore !,Pas mal,Pas mal,3,30,18:30:00,22:00:00,10,"Non, manger c'est tricher","Mardi, Jeudi",3,6,Oui,60
215,07/06/2017 20:21:07,Un homme,21,Branche,GM02,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,Jamais bu,1,5,19:30:00,22:00:00,10,Oui,"Jeudi, Vendredi",2,6,Non,
216,07/06/2017 20:22:20,Un homme,21,Branche,GI02,Oui,Oui,Pas mal,Pas mal,Je déteste !,Pas mal,Pas mal,Pas mal,Pas mal,Pas mal,J'adore !,Bof...,Bof...,2,25,20:00:00,22:00:00,5,Oui,"Mercredi, Jeudi",4,4,Oui,30
217,07/06/2017 20:23:57,Un homme,20,Branche,Gm02,Oui,Oui,Pas mal,Bof...,Pas mal,Pas mal,Je déteste !,Bof...,J'adore !,Bof...,J'adore !,J'adore !,Je déteste !,5,25,18:30:00,22:30:00,20,"Non, je mange un menu au Pic","Jeudi, Vendredi",4,15,Oui,30
218,07/06/2017 20:25:27,Un homme,21,Branche,GM02,Oui,Oui,Jamais bu,Jamais bu,Pas mal,J'adore !,Jamais bu,Je déteste !,J'adore !,Jamais bu,Pas mal,J'adore !,J'adore !,2,20,20:00:00,22:00:00,5,Oui,"Mardi, Mercredi, Vendredi",3,2,Oui,30
219,07/06/2017 20:25:49,Un homme,23,Branche,GI06,Oui,Oui,J'adore !,Bof...,Bof...,J'adore !,Je déteste !,Bof...,Bof...,J'adore !,J'adore !,J'adore !,Bof...,3,30,09:30:00,22:30:00,10,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",4,2,Oui,12
220,07/06/2017 20:26:34,Une femme,23,Branche,GB04,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Pas mal,J'adore !,Jamais bu,Pas mal,Pas mal,J'adore !,J'adore !,Pas mal,2,20,20:00:00,22:00:00,6,Oui,"Jeudi, Vendredi",2,7,Oui,30
221,07/06/2017 20:27:16,Un homme,22,Branche,GSU02,Oui,Oui,Jamais bu,J'adore !,J'adore !,Jamais bu,Jamais bu,J'adore !,J'adore !,J'adore !,J'adore !,J'adore !,Jamais bu,2,10,20:00:00,21:45:00,10,Oui,"Lundi, Mercredi",3,5,Non,
222,07/06/2017 20:27:44,Une femme,18,Tronc commun,TC04,Oui,Oui,J'adore !,Jamais bu,Je déteste !,Jamais bu,J'adore !,Je déteste !,Bof...,Jamais bu,Jamais bu,Pas mal,J'adore !,2,25,20:00:00,22:00:00,7,,"Mardi, Jeudi",3,4,Non,
223,07/06/2017 20:29:24,Une femme,24,Branche,GB04,Oui,Oui,Bof...,J'adore !,Jamais bu,Pas mal,Je déteste !,Bof...,Bof...,J'adore !,Pas mal,Pas mal,Je déteste !,3,15,19:30:00,22:00:00,6,Oui,"Mardi, Mercredi",2,6,Oui,120
224,07/06/2017 20:36:26,Une femme,22,Branche,GX06,Oui,Oui,Jamais bu,J'adore !,J'adore !,Jamais bu,Je déteste !,J'adore !,Pas mal,J'adore !,J'adore !,Pas mal,Je déteste !,3,20,19:30:00,22:00:00,8,"Non, manger c'est tricher","Lundi, Mercredi, Vendredi",2,6,Oui,5
225,07/06/2017 20:37:19,Une femme,18,Tronc commun,TC02,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,Pas mal,Pas mal,Jamais bu,Bof...,J'adore !,2,30,19:00:00,20:30:00,5,"Non, manger c'est tricher","Mardi, Jeudi",3,4,Oui,60
226,07/06/2017 20:42:17,Une femme,21,Branche,GB04,Oui,Oui,J'adore !,Jamais bu,Bof...,Pas mal,Je déteste !,Jamais bu,J'adore !,Jamais bu,J'adore !,Pas mal,Je déteste !,1,40,20:00:00,22:00:00,5,Oui,,1,3,Oui,60
227,07/06/2017 20:42:23,Une femme,21,Branche,GB04,Oui,Oui,J'adore !,Jamais bu,Bof...,Pas mal,Je déteste !,Jamais bu,J'adore !,Jamais bu,J'adore !,Pas mal,Je déteste !,1,40,20:00:00,22:00:00,5,Oui,,1,3,Oui,60
228,07/06/2017 20:45:04,Un homme,24,Diplomé,,Oui,Oui,Pas mal,Bof...,Pas mal,J'adore !,Je déteste !,J'adore !,J'adore !,Pas mal,Pas mal,J'adore !,Je déteste !,5,20,18:30:00,23:00:00,20,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",5,2000,Oui,8.5
229,07/06/2017 20:45:45,Une femme,21,Branche,GB04,Oui,Oui,J'adore !,Pas mal,Pas mal,Pas mal,Pas mal,Jamais bu,Pas mal,Jamais bu,Pas mal,Bof...,Bof...,2,45,20:00:00,22:00:00,4,"Non, je mange des snacks au Pic","Mercredi, Vendredi",2,3,Oui,50
230,07/06/2017 20:46:00,Une femme,21,Branche,GB02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,J'adore !,Pas mal,Pas mal,J'adore !,Bof...,2,15,20:00:00,22:00:00,8,"Non, je mange des snacks au Pic","Jeudi, Vendredi",3,10,Oui,30
231,07/06/2017 20:46:13,Une femme,18,Tronc commun,TC02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Bof...,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,2,5,20:00:00,22:00:00,6,Oui,"Mercredi, Jeudi",3,4,Non,
232,07/06/2017 20:48:39,Une femme,18,Tronc commun,TC01,Oui,Oui,Bof...,,,,Pas mal,,J'adore !,,,J'adore !,J'adore !,3,20,20:00:00,23:00:00,10,Oui,Jeudi,1,10,Non,
233,07/06/2017 20:54:08,Une femme,21,Branche,GB04,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Jamais bu,Bof...,Jamais bu,Pas mal,Jamais bu,Bof...,Pas mal,Bof...,2,30,20:00:00,22:15:00,6,Oui,"Jeudi, Vendredi",2,5,Oui,40
234,07/06/2017 20:55:01,Une femme,22,Branche,GB05,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Pas mal,Bof...,Jamais bu,J'adore !,Jamais bu,Pas mal,J'adore !,Je déteste !,2,20,20:00:00,22:30:00,5,"Non, je mange des snacks au Pic","Mardi, Jeudi, Vendredi",3,8,Oui,30
235,07/06/2017 21:07:16,Un homme,20,Branche,GI04,Oui,Oui,J'adore !,Pas mal,Bof...,Pas mal,J'adore !,Pas mal,Bof...,J'adore !,J'adore !,J'adore !,J'adore !,3,30,18:00:00,20:30:00,10,"Non, manger c'est tricher","Lundi, Mardi, Mercredi, Jeudi",2,6,Oui,30
236,07/06/2017 21:09:33,Un homme,21,Branche,GI04,Oui,Oui,J'adore !,,,,Pas mal,,,,,,,2,30,19:30:00,21:00:00,10,Oui,Jeudi,3,5,Non,
237,07/06/2017 21:13:36,Un homme,18,Tronc commun,Tc04,Oui,Oui,Pas mal,Jamais bu,Pas mal,J'adore !,Bof...,Jamais bu,J'adore !,J'adore !,J'adore !,J'adore !,Pas mal,4,15,20:00:00,22:00:00,8,Oui,"Mercredi, Jeudi, Vendredi",4,6,Oui,14
238,07/06/2017 21:14:36,Une femme,18,Tronc commun,tc02,Oui,Oui,Pas mal,Jamais bu,J'adore !,J'adore !,Bof...,J'adore !,J'adore !,Jamais bu,J'adore !,J'adore !,J'adore !,2,20,20:30:00,22:00:00,4,"Non, je mange un menu au Pic","Mercredi, Jeudi, Vendredi",2,7,Oui,60
239,07/06/2017 21:19:32,Une femme,21,Branche,GM04,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,Bof...,Bof...,Bof...,Bof...,Bof...,J'adore !,2,30,20:30:00,23:00:00,5,"Non, manger c'est tricher","Mercredi, Jeudi, Vendredi",3,6,Oui,30
240,07/06/2017 21:19:38,Un homme,20,Tronc commun,tc04,Oui,Oui,Jamais bu,Pas mal,Pas mal,Pas mal,Bof...,J'adore !,Pas mal,J'adore !,Pas mal,Bof...,Bof...,2,20,20:00:00,22:00:00,5,Oui,"Lundi, Jeudi, Vendredi",3,3-7,Oui,30
241,07/06/2017 21:23:31,Un homme,18,Tronc commun,TC01,Non,,,,,,,,,,,,,,,,,,,,,,,
242,07/06/2017 21:26:44,Une femme,20,Tronc commun,Tc2,Oui,Oui,Jamais bu,Jamais bu,Pas mal,J'adore !,Je déteste !,J'adore !,Pas mal,Pas mal,Pas mal,J'adore !,Je déteste !,2,20,20:00:00,22:00:00,5,Oui,"Mardi, Jeudi, Vendredi",3,10,Oui,45
243,07/06/2017 21:30:57,Une femme,18,Tronc commun,TC02,Oui,Oui,Jamais bu,Pas mal,Jamais bu,Jamais bu,Bof...,Jamais bu,Pas mal,Pas mal,Jamais bu,Pas mal,Pas mal,2,30,20:30:00,22:00:00,8,Oui,"Mercredi, Jeudi",2,6,Non,
244,07/06/2017 21:31:32,Une femme,21,Branche,Gsu02,Oui,,Bof...,Bof...,Bof...,Pas mal,Je déteste !,Pas mal,J'adore !,Pas mal,Pas mal,Pas mal,Je déteste !,4,30/45,18:30:00,22:30:00,8,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi",4,20,Oui,Si on compte juste le temps a la tireuse 8s le trmps que la biere se serve
245,07/06/2017 21:31:36,Une femme,23,Master,,Oui,Oui,Jamais bu,J'adore !,Bof...,Bof...,Je déteste !,Pas mal,Pas mal,J'adore !,Pas mal,Pas mal,Je déteste !,2,15,19:00:00,21:00:00,6,"Non, manger c'est tricher",,1,4,Non,
246,07/06/2017 21:33:22,Une femme,20,Tronc commun,TC04,Oui,Oui,Jamais bu,Bof...,Pas mal,J'adore !,Je déteste !,J'adore !,Bof...,Bof...,Pas mal,J'adore !,Je déteste !,2/3,30,18:30:00,21:03:00,10,"Non, je mange des snacks au Pic","Lundi, Mardi, Vendredi",4,4,Oui,50
247,07/06/2017 21:42:22,Un homme,19,Tronc commun,tc02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,Jamais bu,Jamais bu,Bof...,J'adore !,2,20-30,20:30:00,22:00:00,8-10,Oui,,3,4,Non,
248,07/06/2017 21:46:28,Un homme,21,Branche,GI04,Oui,Oui,Pas mal,Jamais bu,Jamais bu,Pas mal,Pas mal,Bof...,Bof...,Bof...,Bof...,Bof...,J'adore !,3,30,18:30:00,21:00:00,99999999999,"Non, manger c'est tricher","Lundi, Mercredi, Vendredi",3,4,Oui,30
249,07/06/2017 21:51:58,Une femme,22,Branche,GI06,Oui,Oui,J'adore !,Jamais bu,Bof...,Jamais bu,Bof...,Jamais bu,Pas mal,Jamais bu,Pas mal,Pas mal,Je déteste !,2,45,19:30:00,22:00:00,10,Oui,"Lundi, Mardi, Mercredi, Jeudi",1,10,Oui,30
250,07/06/2017 21:52:58,Un homme,23,Branche,GI06,Oui,Oui,Bof...,Pas mal,Pas mal,Pas mal,Je déteste !,J'adore !,Bof...,Pas mal,Pas mal,Pas mal,Je déteste !,4,25,19:45:00,21:30:00,18,"Non, manger c'est tricher","Mardi, Mercredi",4,4,Oui,30
251,07/06/2017 21:54:59,Une femme,24,Master,GM07,Oui,Oui,J'adore !,Je déteste !,Je déteste !,J'adore !,J'adore !,Bof...,Bof...,Bof...,J'adore !,Bof...,Je déteste !,2,30,19:00:00,21:30:00,10,"Non, manger c'est tricher","Lundi, Mercredi",1,3,Oui,30
252,07/06/2017 21:56:05,Un homme,19,Branche,GSM02,Oui,Oui,Pas mal,Bof...,Pas mal,Pas mal,Jamais bu,Pas mal,J'adore !,Bof...,J'adore !,Pas mal,Je déteste !,2,15,19:30:00,22:30:00,8,Oui,Jeudi,2,6,Oui,25
253,07/06/2017 21:57:37,Un homme,19,Branche,GM01,Oui,Oui,J'adore !,Pas mal,Pas mal,Pas mal,Jamais bu,Jamais bu,J'adore !,Pas mal,Pas mal,J'adore !,Pas mal,2,40,18:30:00,20:00:00,20,Oui,Jeudi,4,8,Oui,30
254,07/06/2017 22:00:35,Une femme,20,Branche,GI02,Oui,Oui,Pas mal,Bof...,Pas mal,J'adore !,Bof...,Pas mal,J'adore !,Jamais bu,Jamais bu,Bof...,Je déteste !,3,25,20:00:00,22:30:00,5,Oui,"Mercredi, Jeudi, Vendredi",3,20,Oui,20
255,07/06/2017 22:07:14,Une femme,22,Branche,GSM02,Oui,Oui,Pas mal,Jamais bu,Bof...,J'adore !,Je déteste !,Bof...,Pas mal,J'adore !,J'adore !,Bof...,J'adore !,4,20,19:00:00,22:00:00,7,Oui,"Jeudi, Vendredi",3,5,Non,
256,07/06/2017 22:11:50,Une femme,22,Branche,GB06,Oui,Oui,J'adore !,Jamais bu,Bof...,Jamais bu,J'adore !,Pas mal,Jamais bu,Jamais bu,Pas mal,J'adore !,Pas mal,2,45,19:30:00,22:30:00,6,Oui,"Jeudi, Vendredi",2,3,Non,
257,07/06/2017 22:17:13,Un homme,21,Branche,Gam04,Oui,Oui,Bof...,Pas mal,Pas mal,J'adore !,Je déteste !,Bof...,Pas mal,Pas mal,J'adore !,J'adore !,Je déteste !,4,20,20:30:00,22:00:00,10,Oui,"Lundi, Mardi, Mercredi, Jeudi, Vendredi",2,15,Oui,8
258,07/06/2017 22:19:48,Une femme,19,Tronc commun,TC02,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Pas mal,Jamais bu,Jamais bu,Pas mal,J'adore !,3,10,20:00:00,22:00:00,5,"Non, manger c'est tricher","Mardi, Jeudi",2,4,Oui,45
259,07/06/2017 22:23:27,Une femme,20,Branche,GI02,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Jamais bu,Pas mal,"0,00001",45,18:30:00,18:31:00,0,"Non, je mange un menu au Pic","Lundi, Mercredi",2,6,Oui,25
260,07/06/2017 22:26:12,Une femme,21,Branche,GP02,Oui,Oui,Pas mal,Bof...,Pas mal,J'adore !,Bof...,Pas mal,Pas mal,Bof...,Bof...,Pas mal,Bof...,3,40,19:30:00,22:30:00,5,Oui,Jeudi,1,10,Oui,45
261,07/06/2017 22:32:59,Une femme,21,Branche,GB04,Oui,Oui,Bof...,Jamais bu,Je déteste !,Pas mal,Pas mal,Jamais bu,J'adore !,Jamais bu,J'adore !,Pas mal,Pas mal,3,20,20:00:00,22:00:00,8,Oui,"Jeudi, Vendredi",2,7,Oui,Je sais pas
262,07/06/2017 22:35:03,Un homme,23,Master,GI05,Oui,Oui,Pas mal,J'adore !,Pas mal,J'adore !,Bof...,J'adore !,Pas mal,J'adore !,J'adore !,J'adore !,Bof...,2,10,18:30:00,21:00:00,9,"Non, je mange un menu au Pic","Lundi, Mardi, Mercredi, Jeudi, Vendredi",3,3,Oui,6
263,07/06/2017 22:45:18,Une femme,20,Branche,GM01,Oui,Oui,Jamais bu,Jamais bu,Jamais bu,Jamais bu,J'adore !,Jamais bu,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,1,30,18:00:00,19:00:00,5,Oui,"Jeudi, Vendredi",1,4,Oui,59
264,07/06/2017 22:45:18,Une femme,18,HUTECH  (ça fait 5ans qu'on existe quand même :'( ),Hu02,Oui,Oui,Jamais bu,,,,Pas mal,,J'adore !,Pas mal,,J'adore !,Pas mal,2,15,20:30:00,22:00:00,7,Oui,"Jeudi, Vendredi",2,4,Oui,30
265,07/06/2017 22:46:16,Une femme,21,Branche,GB01,Oui,Oui,J'adore !,Jamais bu,Jamais bu,Pas mal,Je déteste !,Pas mal,Jamais bu,Jamais bu,Pas mal,Jamais bu,J'adore !,2,20,20:45:00,22:00:00,6,Oui,Jeudi,2,6,Oui,40
266,07/06/2017 22:47:28,Une femme,20,Branche,GSU2,Oui,Oui,Bof...,J'adore !,Je déteste !,J'adore !,Pas mal,Pas mal,Pas mal,J'adore !,Pas mal,J'adore !,Je déteste !,3,20-25,20:00:00,22:00:00,6-7,"Non, manger c'est tricher","Lundi, Jeudi, Vendredi",4,3-4,Oui,"aucune idée, je ne me suis jamais chronomée ^^ (ça dépend du débit du fût non ?)"
267,07/06/2017 22:57:25,Une femme,21,Branche,GB04,Oui,Oui,Pas mal,Bof...,Jamais bu,Pas mal,Pas mal,Je déteste !,J'adore !,Bof...,J'adore !,Bof...,Pas mal,2,15,19:00:00,22:00:00,6,"Non, je mange des snacks au Pic","Jeudi, Vendredi",2,3,Oui,30
